STATION_ID;STATION_NAME;HOEHE;GEO_BREITE;GEO_LAENGE;2015-1-1;2015-1-2;2015-1-3;2015-1-4;2015-1-5;2015-1-6;2015-1-7;2015-1-8;2015-1-9;2015-1-10;2015-1-11;2015-1-12;2015-1-13;2015-1-14;2015-1-15;2015-1-16;2015-1-17;2015-1-18;2015-1-19;2015-1-20;2015-1-21;2015-1-22;2015-1-23;2015-1-24;2015-1-25;2015-1-26;2015-1-27;2015-1-28;2015-1-29;2015-1-30;2015-1-31
3093;Lüchow;17;52.9724;11.1374;6.5;7.1;6.5;6.7;6.9;6.5;7;7.6;8.1;9.5;6.4;8.6;9.6;6.9;7.5;7;6;5.2;5.3;5.9;5;5.2;4.9;5.3;6.3;7.3;6.7;7;5.8;6.1;5.8
642;Brake;1;53.3517;8.4969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3098;Lüdenscheid;387;51.2452;7.6425;5.8;6.3;6;6.2;5.8;5.3;6.6;7.6;8.7;9.9;5.9;7.8;8.3;6.4;7.8;7;5.8;4.8;5;4.8;4.2;4.8;4.8;5.4;6.2;6.5;6.6;6.4;5.6;5.3;5.6
433;Berlin-Tempelhof;48;52.4675;13.4021;7;6.9;6;6.3;7.2;6.2;6.6;7.3;7.7;9.4;6;8;8.1;7.3;6.7;7.7;7;5.4;5.5;6.2;5.9;5.4;5.3;5;6.2;6.4;6.8;6.6;5.6;6.3;5.9
430;Berlin-Tegel;36;52.5644;13.3088;7.1;7.2;6.3;6.5;7.4;6.4;6.7;7.6;7.9;9.4;6.2;8.3;8.3;7.5;7;7.6;7.1;5.6;5.7;6.5;6;5.6;5.6;5.2;6.4;6.7;7;6.8;5.8;6.4;6
330;Beerfelden;450;49.5617;8.9679;6.2;6.1;6.2;6.1;5.5;5;6;7.9;8.9;11.3;5.4;6.4;6;7.1;7.1;7.9;6.7;5.8;5.5;5.3;5;5.4;5.5;5;5.8;6;6.3;6.3;6;5.6;5.6
2618;Kleiner Inselsberg;732;50.8458;10.4803;6;5.7;5.5;5.6;5.1;4.6;5.2;6.3;7.2;9.4;5.3;6.5;7.1;6.3;6.2;7.2;5.7;4.8;5;5;4.3;4.5;4.4;4.3;5.3;5.4;5.4;5.6;5;4.8;4.7
4104;Regensburg;365;49.0424;12.1021;6;5.7;6;5.9;5.3;5.1;5.3;6.4;7.8;11.1;6.1;6;5.5;6.9;5.9;6.1;6.9;6.7;5.7;5.5;5.3;5.9;5.9;5.1;5.5;6;5.8;5.7;5.7;5.4;5.1
7341;Offenbach-Wetterpark;119;50.09;8.7862;7;6.8;6.5;6.5;5.8;5.1;6.5;8.5;9.4;11.5;5.6;7.4;6.9;7.5;7.4;8.5;7.2;5.6;5.6;5.7;5.5;5.5;5.5;5.3;6.1;6.7;6.9;7;6.6;6.1;6
5133;Twistetal-Mühlhausen;295;51.3343;8.9132;5.8;6.2;6;6.2;5.3;5.4;6;7.1;7.8;9.6;5.4;7.5;8.1;6.3;7.6;7.3;5.8;5.1;5.4;4.9;4.3;5;4.7;5.3;6.2;6.4;6.4;6.2;5.6;5.1;4.9
